iIdx,jIdx,sim
10916,12392,0.972272
10916,12664,0.970955
10916,16540,0.970345
10916,12512,0.964581
10916,20023,0.959000
1434,12150,1.000000
1434,18762,1.000000
1434,19189,0.999645
1434,11588,0.998269
1434,6001,0.998072
1434,16062,0.997446
1434,14633,0.997394
1434,23437,0.997241
1434,16366,0.997004
1434,14821,0.996669
1434,9505,0.996546
1434,8010,0.996025
1434,14631,0.995497
1434,11150,0.995497
1434,13598,0.995480
1434,9525,0.995430
1434,22571,0.995244
1434,6611,0.995030
1434,16233,0.994987
1434,9920,0.994956
11049,11785,0.998086
4111,13477,1.000000
4111,9299,1.000000
4111,14934,0.999975
4111,5553,0.999868
4111,8939,0.998886
4111,8041,0.998845
4111,13962,0.998671
4111,10611,0.998623
4111,6924,0.998589
4111,18067,0.998524
4111,6969,0.998449
4111,9110,0.998404
4111,10393,0.998291
4111,10916,0.998280
4111,10161,0.998279
4111,12392,0.998214
4111,13728,0.998141
4111,12170,0.997909
4111,21691,0.997854
4111,7204,0.997796
3881,13110,0.999975
3881,11071,0.999896
3881,4724,0.999097
3881,11070,0.999041
3881,6163,0.998632
3881,17300,0.998556
3881,4739,0.998424
3881,7199,0.998209
3881,7090,0.998059
3881,17476,0.998028
3881,12393,0.997952
3881,5690,0.997923
3881,17050,0.997909
3881,10426,0.997780
3881,6843,0.997551
3881,10083,0.997457
3881,10284,0.997433
3881,12626,0.996928
3881,12133,0.996741
3881,5881,0.996584
8806,9264,1.000000
8806,10284,0.998325
8806,23398,0.997449
8806,10154,0.995589
8806,9696,0.995480
8806,12392,0.994937
8806,10084,0.994470
8806,10369,0.990478
8806,13825,0.988979
8806,10043,0.988837
8806,18832,0.988605
8806,9959,0.988239
8806,11869,0.979819
8806,12020,0.978438
8806,25150,0.977316
8806,21909,0.971564
8806,9751,0.966348
8806,10161,0.961591
8806,13678,0.961161
8806,9755,0.954236
310,14595,1.000000
310,17119,0.999958
310,13707,0.999851
310,16854,0.999836
310,14827,0.999378
310,22594,0.999025
310,10940,0.998731
310,22665,0.998424
310,10979,0.998338
310,22593,0.998115
310,12305,0.997785
310,2011,0.997779
310,15324,0.997598
310,13698,0.997569
310,18515,0.997540
310,10973,0.997355
310,11563,0.997164
310,7786,0.997076
310,11772,0.996748
310,5185,0.996706
7303,10034,1.000000
7303,9711,0.999133
7303,16220,0.998826
7303,12390,0.998788
7303,9685,0.998473
7303,7304,0.998366
7303,11911,0.998291
7303,19251,0.998270
7303,17778,0.998255
7303,13768,0.998221
7303,12391,0.998187
7303,15681,0.998037
7303,11213,0.997800
7303,13316,0.997717
7303,14931,0.997677
7303,20331,0.997454
7303,10501,0.997446
7303,14233,0.997202
7303,11023,0.997202
7303,11993,0.996831
13925,14368,1.000000
13925,14133,0.999165
13925,14931,0.998740
13925,24704,0.995871
13925,14977,0.994296
13925,15699,0.993884
13925,14644,0.951190
1315,4281,1.000000
1315,4948,0.999041
1315,10232,0.998924
1315,13069,0.998908
1315,9711,0.998878
1315,12133,0.998671
1315,9840,0.998468
1315,5923,0.998321
1315,5526,0.998308
1315,10611,0.998098
1315,6347,0.997861
1315,17050,0.997833
1315,2800,0.997731
1315,10655,0.997683
1315,17416,0.997136
1315,14397,0.997054
1315,7204,0.996898
1315,8841,0.995884
1315,16049,0.995839
1315,5551,0.995723
201,11598,1.000000
201,18565,1.000000
201,14793,1.000000
201,15263,1.000000
201,13738,1.000000
201,10702,0.999958
201,10093,0.999838
201,17556,0.999484
201,20147,0.999343
201,21731,0.998949
201,25155,0.998458
201,16931,0.998404
201,8391,0.998404
201,26861,0.998310
201,8410,0.998274
201,13240,0.998243
201,17536,0.998229
201,23823,0.998210
201,18245,0.998139
201,26098,0.997940
1708,20331,0.999817
1708,15620,0.999406
1708,14392,0.998786
1708,7576,0.998765
1708,11047,0.998665
1708,5124,0.998197
1708,13242,0.998187
1708,15925,0.998167
1708,10152,0.997964
1708,19052,0.997446
1708,14827,0.996793
1708,21122,0.995991
1708,9802,0.995910
1708,15161,0.995839
1708,13228,0.995717
1708,17416,0.995495
1708,3370,0.995116
1708,18532,0.995102
1708,15948,0.994850
1708,7997,0.994692
10201,14146,0.998835
10201,12664,0.998826
10201,10631,0.998794
10201,12244,0.997489
10201,20331,0.997394
10201,15530,0.996273
10201,12393,0.996251
10201,10246,0.996227
10201,20928,0.995943
10201,11875,0.995935
10201,12170,0.995712
10201,11807,0.995393
10201,10685,0.995256
10201,13477,0.995222
10201,21122,0.995220
10201,11771,0.994692
10201,12201,0.993987
10201,11845,0.993789
10201,10611,0.993457
10201,10447,0.992734
3048,17416,1.000000
3048,14643,1.000000
3048,13658,0.999842
3048,7204,0.999484
3048,6205,0.999257
3048,11335,0.998768
3048,5165,0.998280
3048,16463,0.998197
3048,12340,0.997940
3048,5285,0.997787
3048,20023,0.997530
3048,19000,0.997509
3048,18094,0.997417
3048,11023,0.997409
3048,17644,0.997375
3048,9993,0.997241
3048,4729,0.997139
3048,5974,0.997070
3048,18532,0.997049
3048,16091,0.996885
8502,8544,0.962102
955,13678,1.000000
955,9862,1.000000
955,11056,1.000000
955,4470,0.999844
955,5848,0.999420
955,6257,0.998115
955,9425,0.997904
955,2378,0.997902
955,5134,0.997735
955,2644,0.997587
955,3992,0.997587
955,10201,0.997091
955,3329,0.996748
955,7739,0.995958
955,2022,0.995682
955,16049,0.994996
955,2578,0.994937
955,13069,0.994915
955,11459,0.993505
955,4809,0.993083
1152,9576,1.000000
1152,22836,1.000000
1152,11722,1.000000
1152,8233,0.999896
1152,8749,0.999703
1152,16072,0.999407
1152,6112,0.998783
1152,8926,0.998404
1152,5015,0.998325
1152,6061,0.998300
1152,8846,0.998209
1152,7646,0.997961
1152,6763,0.997775
1152,8017,0.997758
1152,3978,0.997683
1152,6415,0.997662
1152,14275,0.997641
1152,6611,0.997639
1152,3554,0.997609
1152,7997,0.997509
5843,7756,0.999817
5843,8128,0.999245
5843,13577,0.998891
5843,11771,0.998187
5843,11226,0.996890
5843,6590,0.996111
5843,6231,0.994334
5843,6566,0.992446
5843,7775,0.991900
5843,8859,0.990637
5843,6625,0.990034
5843,7024,0.988965
5843,14748,0.988789
5843,6427,0.987931
5843,9586,0.987475
5843,12333,0.987379
5843,7720,0.987264
5843,11280,0.986552
5843,6990,0.985254
5843,6705,0.984913
9383,11070,0.994296
9383,13072,0.933359
9383,9586,0.930727
11622,11722,0.993380
11622,12512,0.977901
3941,10242,0.999837
3941,9274,0.998835
3941,7586,0.998478
3941,7049,0.998411
3941,7066,0.998393
3941,11206,0.998243
3941,12961,0.998086
3941,11647,0.996927
3941,4960,0.996098
3941,12541,0.995999
3941,7073,0.995863
3941,8108,0.995101
3941,5285,0.994850
3941,8886,0.994484
3941,13260,0.994460
3941,6519,0.994437
3941,5810,0.994296
3941,13678,0.994240
3941,11254,0.993980
3941,7610,0.993916
5992,10631,0.999229
5992,10392,0.999055
5992,19094,0.998700
5992,21909,0.998619
5992,9953,0.998615
5992,10916,0.998383
5992,17397,0.997949
5992,15892,0.997459
5992,6112,0.997393
5992,10795,0.997343
5992,8858,0.997308
5992,9751,0.996394
5992,15699,0.996225
5992,12838,0.995910
5992,15085,0.994987
5992,7223,0.994536
5992,7813,0.994369
5992,12591,0.994053
5992,16385,0.993975
5992,7156,0.993854
9217,11070,0.999730
9217,10426,0.996273
9217,11936,0.990639
9217,9840,0.989803
9217,9586,0.978104
9217,9548,0.973011
9217,13728,0.962575
4917,5586,0.991837
4917,5124,0.988172
4917,9274,0.969923
4917,5027,0.956317
4917,5000,0.911685
4917,9299,0.854319
4401,13575,1.000000
4401,6054,0.998731
4401,4806,0.998100
4401,7156,0.997712
4401,9525,0.997096
4401,4870,0.995893
4401,8311,0.995140
4401,9507,0.993266
4401,6181,0.991829
4401,6439,0.991601
4401,5683,0.990847
4401,11335,0.990830
4401,9840,0.990227
4401,5282,0.990148
4401,9984,0.989998
4401,10417,0.989847
4401,9548,0.988799
4401,5000,0.988009
4401,7153,0.987967
4401,6766,0.987628
2211,6400,1.000000
2211,14758,1.000000
2211,12392,1.000000
2211,10093,0.999923
2211,19245,0.999767
2211,7066,0.998994
2211,15161,0.998671
2211,7352,0.998568
2211,3603,0.998480
2211,11188,0.998229
2211,7024,0.998086
2211,12340,0.997639
2211,7646,0.997564
2211,8544,0.997515
2211,6257,0.997394
2211,9002,0.997241
2211,8454,0.997241
2211,6700,0.997241
2211,12350,0.996984
2211,7647,0.996914
4877,13081,0.999498
4877,7753,0.998319
4877,7857,0.997685
4877,5963,0.997657
4877,8353,0.997457
4877,13577,0.997438
4877,16091,0.997091
4877,5383,0.995839
4877,6186,0.995791
4877,6417,0.995583
4877,7879,0.994446
4877,6176,0.994257
4877,8273,0.994240
4877,7388,0.994014
4877,8010,0.993717
4877,8041,0.993562
4877,7799,0.993331
4877,6807,0.992957
4877,4948,0.992939
4877,20023,0.992543
6727,10393,1.000000
6727,15161,0.997958
6727,7673,0.993854
6727,10364,0.993833
6727,12392,0.987482
6727,11949,0.985674
6727,10053,0.983870
6727,7095,0.983137
6727,7843,0.978871
6727,8807,0.976024
6727,11337,0.975610
6727,13081,0.954494
6727,11206,0.941993
6727,10284,0.934989
6727,10201,0.928835
6727,10369,0.927701
6727,9507,0.920314
6727,8739,0.878668
5934,7682,1.000000
5934,6441,0.999624
5934,7073,0.998405
5934,6843,0.997509
5934,9324,0.996727
5934,11512,0.995497
5934,7739,0.994212
5934,11543,0.993042
5934,7024,0.990800
5934,6267,0.989071
5934,12333,0.988476
5934,13046,0.988474
5934,6257,0.987413
5934,10201,0.985844
5934,6813,0.983986
5934,6112,0.980772
5934,9425,0.980581
5934,11213,0.979605
5934,8789,0.978098
5934,8859,0.977593
5165,8181,0.999332
5165,9586,0.998615
5165,8108,0.998103
5165,11622,0.997952
5165,7531,0.997241
5165,11053,0.997080
5165,6566,0.997070
5165,9299,0.996206
5165,7739,0.995022
5165,6439,0.994753
5165,6205,0.994350
5165,11722,0.993884
5165,7388,0.993695
5165,6231,0.993180
5165,11188,0.992354
5165,8348,0.991682
5165,10836,0.991228
5165,19245,0.991152
5165,5810,0.991071
5165,15263,0.990847
7709,14552,0.999077
7709,7739,0.998524
7709,8157,0.997540
7709,9696,0.997509
7709,15922,0.996666
7709,21909,0.994398
7709,9586,0.994033
7709,7857,0.993615
7709,9862,0.993266
7709,9040,0.992725
7709,7780,0.991739
7709,10426,0.990478
7709,8400,0.990099
7709,11071,0.990024
7709,9626,0.989395
7709,7720,0.988441
7709,13564,0.987007
7709,9169,0.986054
7709,12782,0.985865
7709,11206,0.985527
9299,13477,1.000000
9299,17476,1.000000
9299,10161,0.999568
9299,15496,0.998073
9299,17400,0.997818
9299,10322,0.997530
9299,9324,0.997509
9299,23702,0.997375
9299,23823,0.997059
9299,11254,0.996116
9299,10916,0.995852
9299,10124,0.995220
9299,11421,0.994692
9299,15922,0.994227
9299,12392,0.994098
9299,9795,0.993884
9299,9305,0.993465
9299,10284,0.993266
9299,15161,0.991692
9299,12164,0.991680
7646,11018,1.000000
7646,9070,0.999949
7646,10284,0.999671
7646,10501,0.998835
7646,14977,0.998255
7646,11982,0.998255
7646,19245,0.998229
7646,10992,0.998028
7646,11213,0.997973
7646,20023,0.997262
7646,12340,0.997213
7646,12333,0.997213
7646,7843,0.997202
7646,9265,0.995567
7646,12838,0.995039
7646,11188,0.994872
7646,10242,0.993976
7646,16540,0.993827
7646,11071,0.993289
7646,11911,0.993266
3148,6618,1.000000
3148,5954,1.000000
3148,13925,1.000000
3148,12350,0.999703
3148,9835,0.998646
3148,14800,0.998126
3148,13658,0.998115
3148,12393,0.997940
3148,11081,0.997925
3148,6257,0.997863
3148,14368,0.997861
3148,15922,0.997509
3148,3606,0.997070
3148,5486,0.997054
3148,17416,0.996558
3148,4724,0.996067
3148,3440,0.995987
3148,4051,0.995860
3148,11213,0.995249
3148,3603,0.994878
6308,8157,1.000000
6308,14958,0.996479
6308,6969,0.996234
6308,11875,0.991837
6308,6318,0.990677
6308,10201,0.988287
6308,7879,0.986870
6308,12020,0.981288
6308,7364,0.979937
6308,7843,0.977862
6308,7004,0.977534
6308,9762,0.976573
6308,13678,0.973461
6308,7857,0.972138
6308,13524,0.969398
6308,9425,0.964779
6308,8108,0.962334
6308,9970,0.962250
6308,6766,0.961149
6308,7706,0.956681
10759,15717,1.000000
10759,13228,0.997572
10759,23823,0.994236
10759,17081,0.992727
10759,17400,0.991758
10759,17476,0.989839
10759,12133,0.988208
10759,18743,0.983301
10759,17040,0.982946
10759,15821,0.982814
10759,13081,0.970491
10759,13577,0.931534
3730,6884,1.000000
3730,15699,0.998835
3730,10392,0.998813
3730,7673,0.998057
3730,4354,0.997987
3730,7670,0.997973
3730,14073,0.997952
3730,9762,0.997810
3730,9833,0.997722
3730,11018,0.997717
3730,12020,0.997457
3730,9364,0.997337
3730,4331,0.997109
3730,4764,0.997023
3730,8739,0.996980
3730,8311,0.996694
3730,6813,0.996116
3730,5912,0.996097
3730,4698,0.996067
3730,15477,0.995957
12513,13110,0.985530
12513,16373,0.960338
12513,14631,0.924735
10685,14156,0.998280
10685,11785,0.994987
10685,11982,0.992328
10685,10798,0.865911
11869,13827,1.000000
11869,13081,0.993524
11869,13543,0.984732
8818,12753,1.000000
8818,14687,0.997054
8818,10317,0.996669
8818,10426,0.993074
8818,11772,0.991189
8818,12763,0.986795
8818,11070,0.986380
8818,9751,0.985424
8818,10133,0.983665
8818,13069,0.982640
8818,9518,0.981023
8818,13545,0.980712
8818,9822,0.975852
8818,9548,0.974907
8818,12017,0.971705
8818,13678,0.971143
8818,9264,0.970998
8818,9077,0.966299
8818,13543,0.965753
8818,10232,0.964901
131,10581,1.000000
131,1524,1.000000
131,2371,1.000000
131,7944,0.999200
131,22074,0.998891
131,7261,0.998727
131,16275,0.998617
131,12333,0.998300
131,12350,0.998072
131,18276,0.997952
131,13658,0.997852
131,13074,0.997788
131,6611,0.997545
131,14368,0.997530
131,7670,0.997375
131,9374,0.997375
131,16585,0.997176
131,13768,0.997164
131,13962,0.997117
131,10084,0.997091
2022,3719,1.000000
2022,10232,1.000000
2022,13627,1.000000
2022,11642,0.999970
2022,8938,0.999615
2022,16585,0.999589
2022,11856,0.999484
2022,20429,0.999484
2022,8454,0.998711
2022,6763,0.998694
2022,6451,0.998611
2022,16366,0.998404
2022,6997,0.998404
2022,15967,0.998361
2022,21110,0.998361
2022,6394,0.998314
2022,12201,0.998280
2022,6094,0.998280
2022,18067,0.998280
2022,12393,0.998197
4016,14631,0.999480
4016,7576,0.998059
4016,16373,0.997319
4016,6427,0.997241
4016,6990,0.995927
4016,7646,0.995101
4016,11647,0.993092
4016,5263,0.993042
4016,6054,0.992957
4016,4724,0.992592
4016,5285,0.992006
4016,6705,0.991986
4016,9274,0.991485
4016,8859,0.991484
4016,6566,0.990101
4016,5606,0.990063
4016,4960,0.988134
4016,12513,0.987949
4016,9862,0.985989
4016,12351,0.985868
8846,18071,0.998582
8846,9364,0.998263
8846,14850,0.997890
8846,16226,0.997509
8846,8886,0.997509
8846,10392,0.995920
8846,10495,0.995579
8846,8938,0.994619
8846,8887,0.994166
8846,12164,0.994047
8846,13825,0.993871
8846,11243,0.993551
8846,9385,0.993323
8846,11642,0.992215
8846,17038,0.991572
8846,10916,0.991229
8846,14972,0.990930
8846,11982,0.987937
8846,10154,0.986700
8846,11049,0.986467
9117,11856,1.000000
9117,9525,0.997973
9117,14791,0.997453
9117,9265,0.997054
9117,9822,0.996558
9117,9135,0.996558
9117,10284,0.994369
9117,12380,0.993967
9117,10154,0.993554
9117,9120,0.992006
9117,9548,0.990526
9117,9264,0.990148
9117,9425,0.989691
9117,13825,0.986680
9117,9507,0.985422
9117,11023,0.985157
9117,13081,0.984842
9117,13725,0.983870
9117,9586,0.983013
9117,10369,0.982397
11323,15023,0.971450
11323,12350,0.964474
11323,13678,0.913860
13725,13825,0.997844
13725,13728,0.993000
13725,14730,0.988116
13725,14791,0.984820
13725,22074,0.976624
13725,14977,0.973039
13725,19000,0.966299
13725,14687,0.953748
13725,13827,0.913772
1355,28937,1.000000
1355,10093,0.999646
1355,25018,0.999646
1355,16233,0.999378
1355,11922,0.998697
1355,12644,0.998656
1355,19980,0.998291
1355,16573,0.998221
1355,14758,0.998115
1355,14146,0.998018
1355,8899,0.997964
1355,9383,0.997861
1355,9715,0.997861
1355,1681,0.997530
1355,14073,0.997441
1355,14595,0.997343
1355,25180,0.997241
1355,21757,0.997164
1355,12631,0.997054
1355,14397,0.997054
7670,16553,0.997973
7670,8807,0.997829
7670,16540,0.997717
7670,8858,0.997375
7670,11213,0.990806
7670,9324,0.988495
7670,11206,0.987431
7670,9862,0.986976
7670,13578,0.986642
7670,8789,0.986554
7670,12350,0.984871
7670,9507,0.980261
7670,9244,0.979466
7670,8739,0.977356
7670,13242,0.974391
7670,10916,0.967333
7670,11323,0.960090
7670,10992,0.958970
7670,9274,0.958854
7670,9425,0.954009
3688,5134,1.000000
3688,12541,1.000000
3688,5267,0.999203
3688,6054,0.998576
3688,4724,0.998346
3688,4699,0.998263
3688,19194,0.998255
3688,7090,0.997833
3688,3892,0.994829
3688,12512,0.994829
3688,15744,0.994750
3688,8108,0.991168
3688,5808,0.990794
3688,6257,0.990713
3688,3790,0.990581
3688,5810,0.990279
3688,6566,0.989839
3688,6434,0.987434
3688,3992,0.985236
3688,5640,0.984529
17038,18067,0.984801
3554,3917,0.998845
3554,15681,0.998115
3554,5992,0.997861
3554,6231,0.997803
3554,5267,0.997501
3554,5730,0.997410
3554,5426,0.997394
3554,5760,0.997375
3554,4975,0.997241
3554,5352,0.996885
3554,4321,0.995309
3554,10053,0.993833
3554,10340,0.993266
3554,6566,0.992806
3554,8807,0.992543
3554,10393,0.992088
3554,11213,0.990867
3554,3804,0.990549
3554,7673,0.989491
3554,3892,0.985883
12586,14500,0.993611
15171,24614,0.973795
1851,7775,1.000000
1851,11692,0.999967
1851,15477,0.998930
1851,7438,0.998698
1851,12512,0.998404
1851,6112,0.998404
1851,1852,0.998028
1851,5232,0.997940
1851,11642,0.997037
1851,12664,0.996717
1851,4880,0.996687
1851,1891,0.996616
1851,3062,0.996523
1851,12351,0.996241
1851,2644,0.996024
1851,1969,0.995860
1851,3306,0.994596
1851,6441,0.994156
1851,5640,0.993941
1851,7673,0.992159
10084,23823,0.997541
10084,18743,0.996531
10084,10392,0.996166
10084,13825,0.995920
10084,10201,0.995046
10084,14977,0.994987
10084,10284,0.994345
10084,18067,0.993392
10084,11071,0.993289
10084,10124,0.993169
10084,18532,0.992658
10084,13228,0.990826
10084,10154,0.988689
10084,13081,0.987707
10084,25150,0.986268
10084,15717,0.985817
10084,10759,0.985817
10084,10161,0.985155
10084,10152,0.984732
10084,10294,0.983666
8058,8542,0.994350
8058,9244,0.993559
8058,8233,0.977040
8058,8157,0.964776
8058,12782,0.946315
8058,8886,0.924159
8058,8108,0.902065
8058,8311,0.859247
10798,11982,0.999958
10798,11785,0.998698
10798,11003,0.998507
10798,13081,0.998115
10798,12782,0.998115
10798,14156,0.997551
10798,11722,0.993987
10798,12380,0.993292
10798,10916,0.990685
10798,12390,0.986698
10798,12392,0.979071
10798,12244,0.971324
12351,13060,0.998028
12351,13046,0.996593
12351,12586,0.994259
12351,12512,0.990933
12351,12541,0.988914
12351,16540,0.977040
12351,12891,0.968956
12351,13578,0.945608
12351,12420,0.915321
12351,15614,0.877753
14186,20447,0.852574
8152,9274,0.979958
11081,12380,0.999546
11081,13725,0.980196
11081,13072,0.937247
11081,12782,0.868384
10865,13768,0.997940
10865,11922,0.993465
10865,11188,0.984404
10865,20813,0.981166
4735,7053,0.998165
4735,8859,0.997816
4735,9070,0.997164
4735,13575,0.996156
4735,8898,0.995306
4735,12513,0.994950
4735,11647,0.994503
4735,7003,0.993275
4735,13778,0.992909
4735,12351,0.991765
4735,5850,0.991601
4735,7073,0.991333
4735,6599,0.990782
4735,9755,0.989847
4735,5078,0.989842
4735,6267,0.989316
4735,8887,0.988996
4735,9626,0.988372
4735,18762,0.988012
4735,8886,0.987823
3315,19245,0.997940
3315,4401,0.997186
3315,5551,0.997037
3315,4016,0.996885
3315,3486,0.996558
3315,4371,0.996007
3315,9265,0.995022
3315,4764,0.994010
3315,14633,0.993363
3315,4148,0.992540
3315,5760,0.991837
3315,13575,0.991457
3315,16540,0.991353
3315,5242,0.991261
3315,13894,0.991008
3315,5839,0.990771
3315,5116,0.990101
3315,12333,0.989856
3315,12244,0.989286
3315,6601,0.988469
5124,5555,0.997810
5124,11254,0.996885
5124,9626,0.994884
5124,5204,0.994580
5124,6590,0.993465
5124,5285,0.991514
5124,11206,0.991460
5124,5436,0.991220
5124,9862,0.991189
5124,7053,0.990526
5124,7038,0.990460
5124,6284,0.989949
5124,5516,0.989522
5124,9244,0.987655
5124,9586,0.987578
5124,5843,0.985611
5124,5881,0.984732
5124,5595,0.983719
5124,5810,0.983521
5124,5586,0.982217
4607,5760,0.999902
4607,5750,0.997929
4607,5352,0.997880
4607,7756,0.997032
4607,4608,0.991537
4607,9667,0.986227
4607,13534,0.985237
4607,5839,0.983608
4607,8819,0.982987
4607,6101,0.980957
4607,9385,0.978277
4607,4764,0.976624
4607,6094,0.963375
4607,6608,0.955899
4607,5679,0.953983
4607,7234,0.950858
4607,10426,0.948751
4607,5848,0.946421
4607,10053,0.942871
4607,6204,0.934974
6163,6843,1.000000
6163,9503,1.000000
6163,8938,0.998740
6163,6347,0.998731
6163,9833,0.998310
6163,9518,0.998160
6163,6284,0.996423
6163,10770,0.994783
6163,6924,0.994424
6163,10242,0.994290
6163,8939,0.993987
6163,8739,0.993559
6163,18832,0.993292
6163,10417,0.991891
6163,14791,0.991269
6163,7090,0.990917
6163,9548,0.990851
6163,7843,0.990721
6163,11213,0.988985
6163,10154,0.988985
8157,11993,1.000000
8157,8542,1.000000
8157,12392,0.998698
8157,14595,0.998232
8157,8233,0.997658
8157,9040,0.997304
8157,8898,0.996549
8157,9586,0.996092
8157,11647,0.995896
8157,8428,0.995392
8157,11003,0.995184
8157,8187,0.994987
8157,19037,0.994565
8157,11254,0.993696
8157,8544,0.993551
8157,9920,0.993292
8157,11543,0.993078
8157,8311,0.992697
8157,8846,0.992278
8157,13768,0.991837
7101,8128,0.997887
7101,13768,0.997810
7101,7682,0.997070
7101,8041,0.994987
7101,7843,0.993789
7101,8311,0.992191
7101,8233,0.990148
7101,8157,0.990099
7101,7709,0.984372
7101,7756,0.983959
7101,8187,0.983355
7101,7733,0.979301
7101,9822,0.976952
7101,8502,0.970143
7101,7890,0.969144
7101,9274,0.968624
7101,8181,0.966917
7101,8108,0.965899
7101,8789,0.945358
7101,11539,0.903699
6186,8108,0.998185
6186,13678,0.992837
6186,8157,0.990189
6186,7890,0.977461
6186,7959,0.966297
6186,8187,0.960357
6186,8231,0.933205
1222,7567,0.999348
1222,14633,0.998826
1222,10316,0.998731
1222,10246,0.998478
1222,8221,0.998404
1222,14631,0.998382
1222,8767,0.998310
1222,15207,0.998165
1222,18832,0.998142
1222,17476,0.997952
1222,23702,0.997952
1222,15778,0.997882
1222,10978,0.997880
1222,12473,0.997869
1222,7786,0.997864
1222,17309,0.997816
1222,11474,0.997785
1222,15115,0.997717
1222,11539,0.997564
1222,14073,0.997530
2826,13081,0.998366
2826,20928,0.997810
2826,9117,0.997609
2826,4422,0.997409
2826,13534,0.997070
2826,7775,0.996067
2826,3469,0.995943
2826,4101,0.995871
2826,9726,0.995022
2826,14644,0.994107
2826,10369,0.993859
2826,9187,0.993825
2826,3476,0.993808
2826,11936,0.993789
2826,3306,0.992543
2826,12139,0.991514
2826,10322,0.991288
2826,5507,0.990129
2826,6766,0.988134
2826,3148,0.987218
7024,10201,1.000000
7024,13658,0.998411
7024,7303,0.998353
7024,8807,0.998005
7024,13046,0.997823
7024,9425,0.997793
7024,7720,0.997541
7024,20023,0.997530
7024,12351,0.997373
7024,7739,0.997234
7024,8859,0.997080
7024,12244,0.996947
7024,14595,0.996933
7024,7090,0.996559
7024,11543,0.996264
7024,11538,0.996166
7024,8041,0.994797
7024,7576,0.994349
7024,8858,0.994084
7024,7531,0.993745
2286,11003,0.999817
2286,4016,0.999713
2286,10916,0.999115
2286,13922,0.999060
2286,7997,0.998197
2286,12420,0.998098
2286,5097,0.998080
2286,7786,0.997869
2286,17476,0.997669
2286,6884,0.997669
2286,18847,0.997457
2286,7813,0.997446
2286,15477,0.997375
2286,7879,0.997241
2286,5292,0.997176
2286,12380,0.996885
2286,3881,0.996753
2286,13598,0.996741
2286,19014,0.996558
2286,11618,0.996433
16553,17476,0.972290
16553,17081,0.960635
16553,17400,0.943740
7095,13678,0.998280
7095,7992,0.997241
7095,7879,0.996966
7095,7706,0.994937
7095,7756,0.990992
7095,7733,0.990930
7095,15417,0.989617
7095,7739,0.987655
7095,7720,0.986892
7095,10393,0.983989
7095,7364,0.983078
7095,7799,0.982219
7095,9586,0.981004
7095,7709,0.980692
7095,8041,0.979796
7095,8807,0.974508
7095,9507,0.971825
7095,9862,0.971571
7095,8819,0.970143
7095,7890,0.969293
11836,13220,0.987218
3247,16553,1.000000
3247,6439,0.999606
3247,13110,0.999200
3247,3881,0.998524
3247,9751,0.998295
3247,6081,0.997940
3247,6231,0.997685
3247,9525,0.997176
3247,16049,0.996558
3247,13543,0.994987
3247,7673,0.994855
3247,9200,0.994832
3247,7646,0.994565
3247,5134,0.994490
3247,3315,0.994192
3247,12373,0.994084
3247,13072,0.993772
3247,6054,0.992978
3247,6766,0.992640
3247,3510,0.992444
8233,13678,1.000000
8233,8544,1.000000
8233,13289,1.000000
8233,8789,0.998340
8233,9548,0.998086
8233,8807,0.997541
8233,8311,0.997415
8233,8313,0.996078
8233,12782,0.995037
8233,13768,0.993266
8233,13046,0.992409
8233,12244,0.991489
8233,8301,0.990826
8233,8353,0.989254
8233,8514,0.988391
8233,8886,0.987658
8233,16540,0.987347
8233,22593,0.986870
8233,8887,0.986473
8233,11188,0.985346
4764,12391,1.000000
4764,14595,1.000000
4764,7338,1.000000
4764,16220,0.999958
4764,13477,0.998646
4764,8233,0.998478
4764,16592,0.998418
4764,8926,0.998310
4764,14824,0.998121
4764,9802,0.998115
4764,7201,0.997975
4764,6990,0.997964
4764,12393,0.997940
4764,6662,0.997844
4764,11501,0.997782
4764,5870,0.997712
4764,13768,0.997494
4764,11539,0.997059
4764,10447,0.996546
4764,12392,0.996544
1316,19031,0.998615
1316,14500,0.998615
1316,16011,0.998361
1316,15207,0.998280
1316,12170,0.998037
1316,15922,0.997947
1316,10416,0.997810
1316,11136,0.997779
1316,10246,0.997634
1316,15115,0.997605
1316,13768,0.997551
1316,5466,0.997509
1316,6318,0.997446
1316,13598,0.997375
1316,23796,0.997347
1316,8052,0.997241
1316,6794,0.997241
1316,7438,0.996855
1316,12841,0.996104
1316,23009,0.995886
9147,11188,1.000000
9147,11982,0.998361
9147,15699,0.996620
9147,10284,0.995268
9147,25018,0.990189
9147,9265,0.985037
9147,10369,0.981796
9147,9586,0.981526
9147,10201,0.978032
9147,12392,0.976085
9147,9726,0.965139
9147,11070,0.953163
9147,9755,0.934914
9147,11202,0.926639
9147,19245,0.847088
3801,6400,1.000000
3801,10043,0.998891
3801,10284,0.998736
3801,11911,0.998404
3801,6924,0.998274
3801,6081,0.996566
3801,6642,0.995215
3801,3823,0.995121
3801,14944,0.994536
3801,11982,0.994463
3801,12380,0.994418
3801,13922,0.994296
3801,4007,0.994033
3801,9795,0.993884
3801,7733,0.993833
3801,4111,0.993820
3801,4354,0.993695
3801,8990,0.993127
3801,5790,0.992062
3801,11444,0.992062
4957,6608,1.000000
4957,6267,0.998274
4957,18565,0.998160
4957,15263,0.997940
4957,6653,0.997541
